rainfall_mm	soil_moisture	slope_deg	ground_movement_mm	elevation_m	landslide
50.91	31.32	48.38	9.36	3443.36	1
62.83	44.2	42.37	11.01	3962.46	1
133.22	48.11	25.51	11.22	3059.14	0
61.83	55.3	42.36	2.55	532.91	0
108.13	41.91	5.35	11.39	2769.18	0
42.72	26.55	22.22	3.34	593.78	0
12.84	20.77	27.02	0.3	416.61	0
141.43	35.31	28.49	9.62	2940.89	0
249.16	62.38	42.44	19.08	3522.62	1
100.6	35.76	53.14	7.31	751.25	0
80.88	51.42	24.0	6.24	404.01	0
93.43	40.16	22.53	8.58	3734.74	1
199.39	58.05	35.53	6.14	642.06	1
101.43	57.03	19.06	2.5	243.85	0
145.92	70.72	12.07	10.97	3056.32	1
141.75	66.25	53.08	12.14	3575.63	1
170.71	47.32	45.48	9.25	2209.34	0
79.64	31.58	52.92	7.64	2313.69	1
57.74	54.47	15.89	3.56	1481.13	0
124.66	50.32	5.89	5.52	1077.7	0
163.06	52.66	26.86	14.09	3196.45	1
183.04	68.89	51.68	10.2	3582.07	1
214.91	79.37	11.92	9.77	1417.1	0
153.73	46.96	10.86	10.1	1222.66	0
55.31	34.8	8.45	4.09	1197.95	0
100.52	53.23	43.25	3.55	307.44	0
94.49	26.86	44.3	8.51	1252.41	1
87.46	39.39	39.77	1.93	205.17	1
124.83	34.09	7.66	10.43	3332.47	0
74.44	24.57	41.16	3.4	1149.3	0
74.52	29.64	27.43	4.79	2929.64	0
258.61	82.62	12.89	11.61	2327.07	1
82.64	34.32	19.76	7.35	3533.6	0
169.92	49.6	30.06	13.55	4037.55	1
176.23	59.39	21.48	11.11	1605.9	0
102.43	28.77	53.49	9.4	462.2	0
76.66	42.01	28.74	9.69	3173.55	0
44.16	43.29	23.61	4.81	187.34	0
21.08	23.69	38.66	4.9	1014.15	0
130.76	46.34	37.53	4.5	318.33	0
113.82	49.52	5.12	6.8	3782.41	1
143.56	27.24	35.92	8.81	121.72	0
60.59	39.77	17.19	4.38	2120.24	0
274.89	100.0	23.76	14.69	1838.4	1
120.61	45.06	40.32	11.26	2776.25	1
80.43	36.26	32.87	3.76	1287.95	0
11.96	31.56	23.43	9.44	3682.15	0
65.82	54.22	13.37	13.39	3110.82	0
148.0	64.26	30.27	12.08	1872.41	0
211.44	40.65	20.97	8.32	1567.91	1
89.61	46.48	50.65	9.33	3445.14	1
233.16	100.0	31.72	13.75	3203.95	1
41.46	36.59	48.3	5.85	1735.9	0
116.13	31.69	24.51	9.65	1499.62	0
118.34	49.42	46.37	6.76	259.44	0
131.46	33.55	7.83	1.13	435.0	0
98.32	56.42	19.91	5.11	321.07	0
111.92	33.15	8.91	3.53	200.1	0
40.64	29.83	6.58	3.22	726.78	0
198.82	53.45	50.94	14.52	3614.28	0
159.35	48.5	40.84	14.89	3372.45	1
108.98	61.81	36.26	13.42	3566.85	0
161.74	56.83	31.62	9.0	2657.58	1
202.82	57.91	33.48	11.6	2658.66	0
130.21	34.9	36.93	4.91	608.12	0
293.26	62.06	46.33	11.22	2965.76	1
137.36	35.2	34.84	7.06	1248.11	0
46.0	31.46	42.43	11.23	2228.94	0
105.3	54.93	19.05	7.87	4014.36	1
165.79	49.75	53.84	13.28	3669.52	1
202.94	83.49	6.59	7.73	1056.09	0
99.76	33.34	24.33	10.48	3120.27	0
43.11	26.63	49.1	1.74	526.77	0
75.47	23.65	14.03	0.02	209.64	0
28.69	38.2	12.07	0.0	215.51	0
146.64	77.43	23.27	9.27	798.01	0
65.21	13.2	26.41	6.53	2949.29	1
51.92	27.27	51.67	5.17	1589.55	0
155.96	69.49	46.81	10.53	165.36	1
230.25	53.29	28.2	13.65	4150.89	1
51.74	38.18	53.65	8.46	2286.85	0
100.2	56.7	37.11	9.7	1714.91	1
77.77	38.05	48.68	10.35	2227.28	0
208.83	72.55	17.3	7.69	2231.88	0
84.26	59.67	29.45	5.83	2027.97	0
39.83	52.14	6.49	7.55	2613.09	1
87.12	38.42	5.44	14.52	3731.07	0
182.02	53.66	40.27	7.06	1337.03	1
74.51	25.35	10.91	5.74	2096.57	0
56.04	44.05	32.39	3.86	114.94	0
81.6	21.49	39.8	12.15	3625.24	1
40.9	25.97	6.61	5.89	1354.21	0
77.69	38.32	27.44	3.69	1212.32	0
59.33	27.02	39.21	10.17	4189.9	0
320.0	93.76	49.49	15.2	2496.01	1
15.24	54.13	19.96	5.37	604.48	0
45.84	28.63	53.71	4.84	1188.65	0
56.01	27.1	47.23	6.13	1548.23	0
41.13	41.23	37.53	8.5	4142.85	0
116.89	48.59	24.6	11.87	1865.55	0
51.02	48.5	40.56	5.22	1043.55	1
25.95	27.69	45.81	9.54	2435.9	0
94.17	37.74	20.16	6.94	1759.51	0
71.42	14.31	54.64	4.49	325.34	1
52.92	12.21	50.43	7.04	3629.77	0
205.58	43.2	29.28	1.97	164.32	0
119.52	50.85	41.14	14.84	3783.78	0
110.79	28.03	31.2	10.91	3346.62	0
121.28	61.75	43.05	5.88	410.88	0
117.2	46.15	46.35	7.97	3066.81	1
74.1	33.37	6.16	7.04	3260.86	0
51.44	21.19	8.96	9.49	2569.46	0
95.61	48.5	21.82	12.2	2468.45	1
73.11	26.43	50.88	2.84	303.72	0
15.01	11.48	24.91	3.66	343.94	0
38.21	42.67	49.38	9.27	3081.88	1
66.54	38.89	28.12	3.67	532.82	0
158.11	51.97	19.44	11.2	1091.56	1
95.89	48.79	50.03	7.44	2145.23	0
44.46	29.89	33.03	6.71	773.07	0
35.48	32.4	23.02	9.48	3338.34	0
179.92	49.78	7.22	11.96	3410.25	0
76.59	61.69	10.55	12.8	3552.79	1
3.31	13.77	11.97	2.13	303.23	0
80.13	56.3	23.24	6.58	1854.28	0
136.83	47.84	35.37	14.98	3572.36	1
34.55	37.29	20.38	7.8	1589.2	0
90.94	48.82	8.28	11.53	2952.86	1
96.95	55.09	18.24	0.0	2515.91	1
36.35	17.91	25.43	6.06	1523.56	0
190.3	74.77	54.61	9.56	1233.26	1
98.1	63.74	24.65	9.04	2776.25	0
66.29	31.48	9.46	5.03	647.86	0
76.96	37.35	34.06	11.1	3626.5	0
30.65	20.46	50.98	8.96	2463.42	0
29.53	22.34	44.33	2.87	557.16	0
61.77	54.13	46.81	12.48	2984.46	1
64.68	22.18	51.41	8.85	1867.56	1
73.36	24.83	36.83	6.32	936.73	0
200.9	83.53	54.75	16.06	4040.38	1
132.06	56.55	6.66	12.62	3050.56	1
17.66	49.33	46.74	9.42	2531.27	0
177.38	53.62	47.85	13.04	3580.36	1
61.41	35.03	50.84	10.14	2329.87	1
140.4	42.96	28.91	8.94	1910.03	0
65.14	36.05	44.39	9.21	876.73	0
93.86	19.36	14.75	7.09	728.9	0
32.71	35.42	35.16	4.56	1871.07	0
108.4	47.73	22.93	12.85	1969.5	0
150.81	52.49	34.81	6.73	3106.58	1
21.2	19.98	38.78	7.23	1912.55	0
152.31	42.77	22.35	8.4	2531.95	0
51.28	40.01	15.81	13.34	3513.33	0
241.45	59.07	21.08	15.96	4172.67	1
142.08	57.4	38.2	6.11	1422.35	0
126.48	72.72	38.84	11.64	3798.01	0
77.28	54.83	42.07	8.72	3404.81	0
320.0	72.34	11.33	8.87	378.83	0
61.7	27.13	45.93	5.41	1470.05	0
38.95	33.63	39.41	2.8	998.08	0
52.69	30.75	6.53	8.22	2823.98	0
168.38	40.25	21.78	10.87	2376.73	0
92.63	45.0	28.34	5.59	2128.89	0
83.44	38.24	23.03	5.97	3230.61	0
62.39	56.7	10.87	5.95	1466.57	0
80.41	34.65	15.37	7.4	1669.28	0
59.21	47.04	6.23	11.04	3649.1	0
134.32	34.34	9.65	13.48	4086.05	0
72.16	23.54	18.32	12.79	3283.07	0
53.45	40.42	46.0	7.16	989.99	0
159.51	68.1	31.33	12.29	561.87	0
39.99	17.31	26.22	10.89	957.74	0
93.53	40.87	38.11	3.59	1833.32	0
14.91	6.7	32.08	0.0	1070.46	0
27.41	23.85	11.58	9.05	3794.27	1
66.6	44.7	16.13	9.38	2849.96	0
58.39	27.63	16.13	5.81	1808.59	0
58.33	29.84	35.0	6.83	1222.63	0
142.92	37.88	28.08	7.5	1660.71	0
148.31	44.85	24.38	7.39	2051.81	0
106.13	64.45	32.83	8.83	3026.67	1
38.24	29.29	53.51	3.29	466.3	0
79.97	25.57	20.71	12.03	3580.22	1
262.56	73.99	31.01	8.01	623.0	0
320.0	71.23	29.02	10.94	1176.05	0
160.5	43.14	40.83	15.14	4173.72	0
39.49	45.01	41.51	3.85	879.86	0
80.47	35.99	41.45	7.03	514.68	1
101.49	65.02	15.08	6.83	2717.46	0
91.43	38.97	27.45	4.4	1711.83	0
171.22	57.24	45.56	7.54	476.53	0
138.91	58.25	24.08	5.69	115.34	0
37.75	5.0	54.21	1.75	424.56	1
54.45	34.44	23.24	9.88	2243.22	1
160.07	54.63	29.88	11.58	1046.66	0
205.03	82.94	28.73	11.54	3287.96	1
102.34	54.09	26.68	14.23	3615.79	1
220.9	54.99	47.28	3.35	693.82	1
94.64	55.73	12.76	8.52	1481.78	0
43.4	26.4	33.38	1.93	700.95	0
130.89	37.94	35.93	9.37	1275.44	1
320.0	92.77	47.56	9.74	1080.74	1
30.86	24.36	35.46	8.66	3326.15	1
215.75	85.93	53.0	8.47	1516.47	1
126.14	51.84	48.61	8.66	2131.82	1
51.98	33.9	22.44	12.11	2862.97	0
15.29	34.17	48.0	8.79	3471.25	1
9.6	35.23	52.92	9.38	1334.96	0
58.24	42.22	17.86	3.47	957.8	0
113.0	61.89	35.51	15.72	4111.66	0
152.72	60.9	19.09	4.04	1412.6	1
175.51	60.62	37.48	10.9	2851.38	0
106.44	58.29	9.68	7.98	2879.15	0
95.64	39.95	41.71	11.73	2207.52	1
68.24	35.41	25.99	5.34	1036.63	0
114.83	65.92	34.37	1.0	679.98	0
52.6	51.04	6.29	3.28	2096.77	0
32.31	27.01	39.77	4.46	2194.81	0
91.63	34.72	29.8	12.13	3270.8	0
145.34	69.53	36.26	12.83	3010.32	0
26.56	35.45	20.78	8.7	3839.37	0
58.24	36.6	12.29	9.22	4080.53	0
89.31	35.79	26.77	11.15	3084.19	0
88.02	43.34	52.2	2.35	413.7	0
123.95	47.01	16.39	8.54	1760.99	0
257.97	68.78	38.79	13.93	2596.09	1
9.71	23.68	7.49	5.37	2519.8	0
265.11	81.51	40.9	10.71	843.92	0
250.93	70.7	16.92	12.4	2490.07	0
154.34	64.8	27.58	9.21	1533.69	0
101.06	57.7	23.39	3.66	1489.6	0
53.41	43.39	10.64	10.49	3519.43	1
153.14	50.38	22.28	10.8	1829.93	0
104.61	52.08	22.51	8.91	2262.32	0
69.31	36.18	31.11	9.15	2407.78	1
150.61	38.31	53.62	10.18	2408.29	1
167.48	64.92	28.5	9.31	973.8	0
204.04	66.64	50.72	12.13	2557.76	1
48.9	61.88	28.08	2.84	1471.96	0
187.79	78.8	10.38	12.83	2785.58	0
70.26	43.99	16.51	0.47	697.36	0
101.25	45.27	25.38	12.64	4175.87	1
114.89	47.24	21.27	9.59	3265.38	1
178.27	47.18	48.29	8.8	1810.73	0
140.82	30.11	38.93	8.04	1335.54	1
68.46	24.59	33.92	4.88	1689.99	0
11.28	21.91	29.56	8.76	3056.95	0
122.99	21.79	24.86	9.9	2787.17	0
98.41	35.12	35.61	8.45	2978.58	0
30.51	23.74	11.23	11.98	3744.9	0
106.51	40.85	13.13	7.88	1970.81	0
88.52	31.53	20.16	10.29	2845.04	0
202.79	60.52	13.56	12.85	1910.18	1
276.3	100.0	38.85	16.89	2716.2	1
164.84	64.21	6.24	10.15	2046.78	0
84.96	31.97	13.01	8.85	3284.32	0
94.19	39.9	50.13	1.21	121.57	0
47.54	30.12	54.88	5.48	984.41	0
54.93	22.87	29.38	7.65	1315.39	0
81.49	28.7	29.77	12.01	3976.12	1
75.52	48.74	43.67	0.26	2178.89	0
28.97	21.33	6.81	6.5	1593.84	0
204.11	51.77	26.35	11.83	1757.68	0
222.09	68.34	9.99	9.54	1952.47	1
200.02	65.42	25.05	15.62	3658.1	1
226.8	46.22	54.19	17.0	4045.58	1
320.0	89.91	42.68	15.18	3561.08	1
48.26	41.03	54.25	12.96	3550.79	0
317.32	95.23	42.3	8.53	915.96	0
68.15	61.75	35.41	5.37	1201.58	0
135.29	64.78	42.71	9.69	2543.8	1
22.87	42.42	37.95	5.79	2790.16	1
61.76	67.19	28.2	5.28	931.09	0
167.85	66.03	19.63	14.39	3159.76	1
139.55	52.66	31.01	9.35	919.85	0
67.17	46.46	17.92	6.58	1178.34	0
94.16	34.01	29.33	2.57	1357.86	0
56.88	33.81	12.31	6.43	3568.56	0
167.56	49.09	33.27	12.09	3101.54	1
212.66	71.56	17.26	10.72	2275.81	0
48.43	22.83	19.68	8.03	3460.97	0
87.6	31.03	29.95	14.5	3433.01	0
27.91	31.1	13.13	5.16	1698.32	0
104.35	41.3	53.12	12.24	3303.89	1
126.11	24.61	27.35	8.4	945.6	0
110.2	26.78	22.61	8.27	2163.24	1
119.64	32.55	6.46	10.52	584.79	0
81.14	27.25	47.16	5.34	1849.86	0
82.52	43.13	36.29	6.6	2233.5	0
79.81	40.19	25.82	1.92	427.67	0
60.34	46.06	17.28	9.87	1996.71	0
66.14	43.59	42.26	10.52	2771.85	0
122.35	59.78	52.27	8.9	2617.76	0
204.25	72.23	24.04	4.95	322.85	0
41.73	31.7	11.74	5.87	490.89	0
82.3	51.3	10.46	6.7	1540.56	0
34.61	38.65	5.32	11.71	3555.01	0
61.19	37.97	42.2	10.28	3666.0	0
69.1	50.45	54.07	7.44	1369.41	0
99.39	13.72	54.64	11.11	3047.46	1
97.51	37.97	44.21	7.6	2467.3	0
87.05	35.48	13.11	10.95	4132.03	0
115.82	59.31	53.89	3.11	488.04	1
45.11	48.78	21.39	7.94	2346.31	0
99.96	24.59	21.68	10.27	2529.4	1
142.14	68.21	39.37	9.94	1361.44	0
44.65	15.77	7.45	3.85	292.51	0
18.74	10.43	46.29	2.47	313.63	0
166.7	53.86	54.86	13.37	1959.83	1
35.59	24.01	43.75	10.32	2939.14	0
58.92	14.26	44.08	12.07	2970.72	0
139.53	58.49	24.52	9.48	841.98	0
42.81	37.57	8.3	8.74	3617.69	0
159.47	67.73	44.63	9.75	1646.37	1
52.52	26.35	34.86	12.5	4053.91	0
47.54	29.98	50.47	1.59	584.45	0
34.76	27.28	10.8	6.22	3529.46	0
52.89	51.89	20.26	7.12	3824.19	0
127.62	14.07	23.03	10.97	3472.97	0
58.93	21.48	39.16	9.05	3416.25	0
167.13	56.84	44.39	5.79	1581.37	1
89.52	26.67	53.05	10.44	3024.71	1
95.0	37.8	19.77	8.11	2475.32	0
46.39	28.69	29.68	8.68	1840.36	0
182.82	52.33	6.45	18.0	4171.76	0
142.89	52.21	17.65	8.1	1290.86	0
140.32	58.41	23.7	6.66	1793.89	0
77.87	34.3	34.69	12.34	3801.73	0
31.13	21.41	28.54	4.58	1284.93	0
98.49	39.68	23.22	4.47	725.99	0
124.13	47.22	36.2	5.35	1371.0	0
124.93	26.6	46.43	10.19	3213.18	0
114.19	50.66	17.08	10.64	3625.4	0
111.09	39.03	22.14	6.74	569.22	1
52.32	46.65	40.25	9.24	2649.02	0
54.33	39.05	43.9	11.82	2425.88	0
35.05	41.75	46.27	9.7	2842.07	0
168.35	44.91	15.47	11.73	2851.33	0
268.63	74.64	31.96	15.41	4033.82	1
320.0	75.49	50.0	10.51	1520.77	1
103.14	34.23	24.6	5.1	1329.04	0
111.28	59.51	26.49	7.37	2483.02	1
80.1	55.47	54.24	1.95	1860.62	1
102.06	28.67	10.65	5.18	2042.39	0
42.67	23.89	40.28	6.87	384.04	0
78.96	36.46	47.51	5.89	707.79	0
47.85	37.55	12.54	9.05	3935.04	0
71.84	14.69	40.72	4.95	379.99	0
51.1	12.01	28.49	3.23	2519.6	1
124.17	53.19	47.64	11.8	3193.76	1
134.4	26.18	50.37	8.23	148.64	1
109.02	38.62	48.62	6.2	1013.27	1
54.5	33.94	8.22	1.46	1646.0	0
33.0	32.25	42.84	5.84	2177.95	0
135.37	48.08	51.08	10.98	1500.54	0
89.2	35.23	36.07	9.72	2760.9	0
17.97	34.09	35.04	0.76	1028.23	0
97.94	44.97	7.25	8.75	204.48	0
111.83	36.84	47.8	1.95	106.44	0
24.13	25.76	7.32	3.79	1516.6	0
125.57	52.22	20.68	5.04	1582.82	0
27.63	46.7	51.29	8.17	3989.28	1
50.05	40.45	52.49	2.64	283.6	0
27.8	40.69	54.6	8.51	2273.27	1
46.03	22.8	28.82	10.15	2469.03	0
33.25	21.02	13.87	6.76	2967.03	0
167.69	54.07	29.4	8.64	2718.81	0
74.92	34.76	10.12	3.95	133.37	0
63.92	21.97	48.63	9.81	2690.62	1
177.71	74.29	33.03	9.14	1421.79	0
172.02	68.45	25.23	12.58	3268.76	1
67.7	31.23	8.98	3.91	872.3	0
107.62	51.38	25.26	10.11	3036.44	0
57.72	35.37	48.31	8.08	2664.53	0
83.14	46.93	40.17	11.49	2774.39	1
38.45	12.33	9.12	8.23	821.39	0
118.11	44.24	13.0	9.86	2843.61	0
182.1	59.37	24.62	11.9	3121.61	1
162.43	63.22	10.07	9.59	2106.58	0
92.06	32.71	51.7	5.64	1495.5	0
16.28	5.0	37.61	5.1	782.87	0
55.74	19.28	9.74	5.69	1288.84	0
83.07	37.54	44.4	9.23	3231.7	0
29.65	27.29	23.42	7.37	1778.54	0
25.31	45.77	17.24	7.57	2981.12	0
213.6	73.99	33.5	10.81	3134.37	1
150.62	54.11	5.67	10.91	2864.1	0
124.1	46.91	28.27	10.55	2861.51	0
139.69	63.98	47.19	12.49	2604.31	0
34.18	20.44	51.4	8.92	2225.53	0
44.82	28.18	22.13	3.76	911.05	0
103.34	29.66	37.12	10.08	3555.49	0
108.78	60.96	16.34	11.74	4053.48	1
28.15	30.9	33.01	6.85	2012.58	1
98.51	33.18	17.7	12.32	3926.28	1
84.13	37.13	33.57	12.49	4191.78	1
159.18	61.13	13.59	8.81	2093.4	0
109.13	41.0	52.06	12.86	3069.86	1
228.74	63.91	49.35	11.45	2739.54	1
67.98	27.1	21.85	10.35	1072.79	0
36.15	32.02	43.83	4.76	293.07	0
225.03	65.21	9.78	7.81	1958.76	0
112.91	39.4	42.02	11.44	3327.54	0
84.47	22.55	19.12	7.66	1433.05	0
46.17	31.09	11.78	7.81	3316.2	0
68.55	32.91	38.91	5.47	2784.69	0
65.96	30.65	28.49	6.48	2951.72	0
34.82	30.05	31.51	5.89	1271.54	0
11.57	31.52	31.03	1.76	2027.19	0
64.83	42.68	7.97	0.82	844.99	0
141.97	57.87	7.57	7.64	1110.98	0
191.79	59.31	35.06	6.62	468.39	0
163.1	49.08	36.19	5.19	619.77	0
169.07	44.67	7.36	5.75	963.11	0
38.33	21.32	23.92	3.78	2478.96	1
104.65	43.26	35.64	8.89	1908.97	0
124.73	38.0	37.83	5.18	1194.45	0
129.9	49.73	46.41	10.99	3630.56	0
83.17	26.71	26.04	8.5	2253.11	0
96.28	21.25	32.41	10.92	3884.75	1
160.07	65.05	33.93	9.21	2703.36	0
121.83	41.11	20.6	0.01	164.73	1
136.62	40.01	7.69	12.61	3845.25	1
62.66	20.66	5.21	9.6	3615.6	0
132.07	54.13	46.81	9.24	2704.61	1
95.42	57.49	15.01	5.56	2292.57	0
150.04	48.17	36.51	9.11	1957.0	1
52.31	28.92	33.85	7.86	2076.92	0
142.41	64.19	24.98	11.41	3253.8	1
69.23	13.51	46.67	11.41	2203.88	0
142.83	75.02	39.92	8.26	821.7	1
105.1	72.45	6.14	3.72	338.53	0
90.73	7.48	43.83	6.72	617.36	0
71.96	34.66	30.35	5.43	1130.91	1
84.72	30.01	22.35	6.49	1607.71	0
64.94	31.11	41.34	13.53	3758.91	1
70.9	30.58	39.3	3.44	1080.26	0
119.72	56.08	20.53	6.88	1410.35	0
20.94	23.26	54.15	7.02	1014.36	0
141.59	40.22	37.44	10.33	2337.54	0
143.11	49.42	35.29	9.41	2630.06	0
73.51	42.35	8.49	3.36	2281.72	0
97.97	27.35	18.97	6.43	4002.61	0
42.37	9.57	27.35	15.17	4181.05	1
114.73	69.15	36.53	12.03	3533.32	0
46.67	22.56	30.64	7.95	3401.71	0
4.51	19.34	43.15	5.66	1600.82	0
187.25	56.42	18.13	8.5	2477.11	1
38.65	35.08	40.11	4.82	1541.04	0
83.47	59.64	45.83	8.29	3315.86	1
100.47	49.06	43.25	2.59	804.51	0
119.55	28.08	43.54	1.92	988.35	0
88.62	22.89	49.43	0.95	258.65	1
106.42	38.62	9.21	10.83	2596.65	0
72.29	32.68	39.86	6.98	2923.01	1
24.67	5.0	53.43	3.86	113.79	0
86.3	48.82	33.68	9.99	2194.22	1
130.29	35.63	15.87	7.48	1645.19	0
40.6	46.85	54.94	8.93	3348.76	0
101.16	64.1	13.73	4.18	259.45	0
256.78	73.51	21.78	7.15	299.12	0
82.44	43.4	13.6	10.84	2642.86	0
85.39	24.0	28.23	12.52	2525.72	0
22.84	32.51	25.94	11.92	3507.47	0
36.77	22.11	29.56	2.48	2528.29	0
47.08	17.31	51.4	9.99	3992.42	0
127.03	44.48	28.92	7.19	1388.98	0
42.86	23.84	30.73	6.82	1731.48	0
16.0	19.62	49.33	6.55	4108.47	0
113.19	56.3	45.89	1.72	540.85	0
50.47	21.68	16.99	11.79	3363.21	1
23.68	46.03	5.65	0.3	147.43	0
137.09	34.26	36.47	5.76	2094.7	0
66.49	54.01	47.24	2.37	728.95	0
120.13	34.23	32.64	10.29	2555.33	0
22.93	25.03	15.56	6.4	3372.5	0
10.27	16.38	42.07	2.81	235.47	0
94.85	36.74	38.48	3.22	771.47	0
35.69	37.47	33.25	1.4	1504.7	0
93.94	58.66	48.17	9.48	1148.78	1
95.31	55.25	44.21	8.21	1671.2	1
87.28	34.34	38.4	10.91	4002.66	1
168.23	59.22	38.24	5.54	514.95	0
320.0	81.02	38.11	16.35	1835.46	1
111.88	32.72	31.26	9.33	1974.07	0
256.63	62.7	28.2	12.64	1249.4	1
67.8	29.67	40.48	4.41	1241.88	0
30.21	29.64	35.52	8.32	3030.48	0
53.11	8.74	29.5	8.72	2633.16	0
70.75	35.01	11.33	8.21	3432.61	0
269.93	97.58	40.1	11.56	1760.8	1
90.72	53.42	37.3	7.59	2587.52	1
172.17	50.85	22.11	13.76	3763.71	1
63.76	17.27	22.82	6.94	3590.45	0
58.19	38.32	17.34	11.39	3872.1	1
22.05	5.0	53.1	5.47	1202.8	1
264.64	91.54	48.01	16.15	4140.23	1
208.36	63.28	33.05	14.42	3447.2	0
101.87	64.39	25.08	9.59	3358.71	0
73.76	15.5	41.84	7.59	2837.07	0
93.09	51.5	31.39	13.07	4131.4	0
29.15	25.21	53.79	7.69	1910.41	0
119.98	42.42	7.76	8.86	3140.31	0
197.79	47.08	6.71	10.24	2965.13	0
203.98	72.02	33.43	12.24	3101.56	0
22.94	33.16	15.16	6.6	3181.01	0
171.17	79.08	35.22	10.78	882.1	0
29.32	38.55	44.07	6.09	1531.11	0
11.14	15.32	11.91	4.52	1708.24	0
175.23	46.5	27.03	9.84	3166.8	0
60.03	16.78	39.43	10.69	3036.62	0
159.96	72.87	46.69	11.35	3516.8	0
151.02	43.89	29.82	10.25	3332.93	0
139.0	68.34	15.31	11.14	2543.74	0
92.32	46.61	34.29	5.86	673.79	0
32.25	31.05	27.73	1.9	2705.37	0
70.86	31.91	43.6	10.49	3736.94	1
206.09	73.27	32.78	12.22	2737.01	1
162.58	55.58	18.97	11.84	3772.07	0
73.56	31.75	42.72	12.15	4196.12	0
72.91	44.39	30.89	2.26	1572.73	1
131.13	47.12	13.88	4.03	3065.49	0
96.92	31.74	33.15	6.23	2313.83	0
76.31	43.99	52.42	8.27	1965.38	0
124.11	46.54	40.28	0.0	1083.46	1
121.43	52.58	19.94	4.39	1108.25	1
54.24	26.49	40.54	0.36	858.39	0
110.17	29.73	19.13	8.58	2689.08	1
116.64	66.48	32.13	9.89	682.42	0
87.56	57.82	31.33	6.73	1868.68	0
49.87	41.58	17.37	6.44	2245.67	0
69.28	30.59	22.39	8.43	1896.76	0
42.24	25.69	52.11	10.12	3605.21	1
112.16	61.26	17.53	7.1	1916.99	0
23.06	20.83	45.05	5.12	439.61	0
219.3	60.66	38.37	16.32	4168.02	0
192.05	84.72	31.63	13.86	3564.43	1
118.48	45.49	11.88	9.07	2806.18	0
156.6	75.67	15.23	10.44	3200.93	1
150.04	36.23	13.95	7.87	625.58	0
97.93	47.76	34.34	9.55	3240.25	1
77.83	61.98	53.67	8.4	951.77	0
71.69	36.13	48.86	5.42	2104.8	0
224.3	66.18	6.26	11.08	829.73	0
48.49	16.65	18.69	9.6	3190.52	0
49.24	43.82	12.86	2.14	1108.33	0
165.38	47.14	53.78	9.38	1138.15	0
155.65	53.11	16.78	4.48	547.81	0
74.64	21.61	15.07	8.93	3054.49	0
126.83	66.59	36.04	6.13	1312.96	0
137.75	64.16	32.81	8.92	2224.95	0
30.9	26.42	16.29	6.68	1462.2	1
199.76	50.1	38.52	14.15	3276.28	1
137.72	68.73	9.85	3.77	1028.58	0
119.92	41.99	5.97	9.21	3957.42	1
138.4	37.19	9.12	7.62	1417.49	0
110.63	23.19	23.24	5.65	525.79	0
84.11	30.75	53.75	4.63	1085.25	0
15.24	5.9	32.36	6.0	403.16	0
98.53	34.2	42.74	9.86	2021.83	0
28.5	35.2	21.07	2.62	1126.03	1
279.33	76.95	40.97	14.38	3732.79	1
83.13	42.56	53.31	7.85	2220.23	0
276.42	72.13	22.89	9.37	1056.81	0
99.66	42.71	54.95	11.03	1950.21	1
57.78	55.76	36.92	6.84	903.58	0
196.21	58.98	42.43	8.21	832.79	1
116.77	50.3	17.61	8.02	1332.69	0
320.0	71.61	37.15	12.33	544.04	1
56.68	50.71	30.55	4.56	873.45	0
201.33	58.57	52.82	15.63	3945.99	1
207.97	78.36	50.23	13.93	2833.89	0
145.14	50.45	24.83	13.57	3876.52	1
209.04	73.33	52.34	7.63	1153.07	0
84.47	46.64	49.24	9.58	3613.75	1
48.3	25.2	34.52	5.11	1585.32	0
61.72	46.68	9.11	2.1	691.2	0
95.07	31.81	13.04	6.76	3399.3	0
149.92	62.32	8.84	6.65	344.57	0
50.97	26.53	10.4	6.32	1759.9	0
71.73	39.98	53.85	7.61	3459.19	1
54.15	26.37	15.61	6.97	2630.46	0
167.08	57.36	39.54	9.71	2224.07	1
275.08	67.62	36.83	11.8	1549.9	1
42.03	32.22	36.56	0.9	407.73	0
130.73	49.29	15.34	9.5	4162.99	0
180.36	53.2	33.97	8.63	816.57	0
79.34	36.79	36.28	2.31	1146.76	1
29.86	28.18	33.52	3.71	1067.25	0
195.07	55.52	14.31	12.66	3822.56	1
28.25	24.67	41.15	8.43	3231.12	0
231.11	58.78	8.66	11.0	1975.05	1
53.28	59.87	34.56	14.25	4017.23	1
24.67	38.14	26.81	0.0	316.41	0
65.17	37.61	17.51	12.02	3764.05	0
89.96	53.86	45.37	0.0	347.75	0
103.24	18.96	13.79	9.9	1703.64	0
137.86	19.64	51.65	1.39	321.42	0
109.55	39.31	49.23	18.22	4195.77	1
261.42	60.97	23.03	14.45	3849.0	1
87.06	36.31	20.26	11.02	2497.68	0
113.44	47.42	11.87	8.0	993.16	0
107.22	54.63	50.82	5.96	1234.79	1
22.04	11.19	36.38	5.06	1943.13	0
35.86	32.69	6.59	2.57	1423.4	0
95.33	41.15	30.55	5.75	187.39	0
122.64	51.15	9.29	8.45	2790.65	0
14.59	16.97	33.69	5.14	2615.05	0
268.8	95.73	30.45	16.78	3807.67	1
129.15	47.17	9.14	6.09	2055.1	0
91.7	61.46	45.79	6.24	1513.31	1
125.31	38.08	18.12	8.72	2197.22	1
